id,sequence,department_id/id,name,mos,no_of_recruitment,payroll_grade,rank_id/id
a1234-j2021,2405,military_department.a1234-d382,Санітарний інструктор,879659,1,7/5 ,military_rank.rank_80
a1234-j2022,2406,military_department.a1234-d382,Медична сестра,879249,1,6,military_rank.rank_70
a1234-j2023,2407,military_department.a1234-d382,Водій - санітар,790037/658,2,5/2,military_rank.rank_30
a1234-j2025,2410,military_department.a1234-d383,Командир дивізіону,304003,1,24,military_rank.rank_290
a1234-j2026,2411,military_department.a1234-d383,Заступник командира дивізіону з морально-психологічного забезпечення,3410003,1,23,military_rank.rank_250
a1234-j2027,2412,military_department.a1234-d383,Заступник командира дивізіону з повітряно-десантної підготовки,213003,1,23,military_rank.rank_250
a1234-j2028,2413,military_department.a1234-d383,Головний сержант,929982,1,18,military_rank.rank_110
a1234-j2029,2415,military_department.a1234-d384,Начальник штабу - заступник командира дивізіону,304003,1,23,military_rank.rank_250
a1234-j2030,2417,military_department.a1234-d385,Начальник групи,2905003,1,17,military_rank.rank_190
a1234-j2031,2418,military_department.a1234-d385,Відповідальний виконавець,901547,1,8,military_rank.rank_50
a1234-j2032,2420,military_department.a1234-d386,Начальник групи,970003,1,17,military_rank.rank_190
a1234-j2033,2421,military_department.a1234-d386,Офіцер,970003,1,15,military_rank.rank_190
a1234-j2034,2423,military_department.a1234-d387,Начальник групи,305003,1,17,military_rank.rank_190
a1234-j2035,2424,military_department.a1234-d387,Офіцер,305003,1,15,military_rank.rank_190
a1234-j2036,2426,military_department.a1234-d388,Начальник групи,7050003,1,17,military_rank.rank_190
a1234-j2037,2427,military_department.a1234-d388,Офіцер,7001003,1,15,military_rank.rank_190
a1234-j2038,2429,military_department.a1234-d389,Командир батареї,307003,1,19,military_rank.rank_220
a1234-j2039,2430,military_department.a1234-d389,Заступник командира батареї - інструктор з повітряно-десантної підготовки,307003,1,18,military_rank.rank_190
a1234-j2040,2431,military_department.a1234-d389,Заступник командира батареї з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j2041,2432,military_department.a1234-d389,Старший технік,738878,1,10,military_rank.rank_110
a1234-j2042,2433,military_department.a1234-d389,Головний сержант,135974,1,12,military_rank.rank_100
a1234-j2043,2434,military_department.a1234-d389,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j2044,2435,military_department.a1234-d389,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j2045,2437,military_department.a1234-d390,Командир взводу - старший офіцер на батареї,307003,1,12,military_rank.rank_190
a1234-j2046,2439,military_department.a1234-d391,Головний сержант - командир гармати,135975/181,1,10,military_rank.rank_90
a1234-j2047,2440,military_department.a1234-d391,Старший-водій-гранатометник,790702/061,1,6/4,military_rank.rank_50
a1234-j2048,2441,military_department.a1234-d391,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2049,2442,military_department.a1234-d391,Майстер - номер обслуги,713244/533,1,4/3,military_rank.rank_30
a1234-j2050,2443,military_department.a1234-d391,Номер обслуги,135533,2,4/3,military_rank.rank_30
a1234-j2052,2446,military_department.a1234-d392,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j2053,2447,military_department.a1234-d392,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2054,2448,military_department.a1234-d392,Номер обслуги,135533,3,4/3,military_rank.rank_30
a1234-j2057,2451,military_department.a1234-d392,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j2058,2453,military_department.a1234-d393,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j2059,2454,military_department.a1234-d393,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2060,2455,military_department.a1234-d393,Номер обслуги,135533,3,4/3,military_rank.rank_30
a1234-j2063,2458,military_department.a1234-d393,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j2064,2460,military_department.a1234-d394,Командир відділення,603182,1,7/6 ,military_rank.rank_70
a1234-j2065,2461,military_department.a1234-d394,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j2066,2462,military_department.a1234-d394,Оператор - топогеодезист,674543/948,1,4/3,military_rank.rank_30
a1234-j2067,2463,military_department.a1234-d394,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
a1234-j2068,2464,military_department.a1234-d394,Водій - електрик,790058,1,5/3,military_rank.rank_30
a1234-j2069,2466,military_department.a1234-d395,Командир взводу,307003,1,12,military_rank.rank_190
a1234-j2070,2468,military_department.a1234-d396,Головний сержант - командир гармати,135975/181,1,10,military_rank.rank_90
a1234-j2071,2469,military_department.a1234-d396,Старший-водій-гранатометник,790702/061,1,6/4,military_rank.rank_50
a1234-j2072,2470,military_department.a1234-d396,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2073,2471,military_department.a1234-d396,Номер обслуги,135533,3,4/3,military_rank.rank_30
a1234-j2076,2475,military_department.a1234-d397,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j2077,2476,military_department.a1234-d397,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2078,2477,military_department.a1234-d397,Номер обслуги,135533,3,4/3,military_rank.rank_30
a1234-j2081,2480,military_department.a1234-d397,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j2082,2482,military_department.a1234-d398,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j2083,2483,military_department.a1234-d398,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2084,2484,military_department.a1234-d398,Номер обслуги,135533,3,4/3,military_rank.rank_30
a1234-j2087,2487,military_department.a1234-d398,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j2088,2489,military_department.a1234-d399,Командир відділення,790182,1,7/6 ,military_rank.rank_70
a1234-j2089,2490,military_department.a1234-d399,Водій,790037,3,5/2,military_rank.rank_30
a1234-j2092,2494,military_department.a1234-d400,Командир відділення,674182,1,7/6 ,military_rank.rank_70
a1234-j2093,2495,military_department.a1234-d400,Оператор,225543,2,5/3,military_rank.rank_30
a1234-j2095,2497,military_department.a1234-d400,Розвідник - далекомірник,146646/067,2,4/3,military_rank.rank_30
a1234-j2097,2499,military_department.a1234-d400,Радіотелефоніст,420641,2,3/2,military_rank.rank_30
a1234-j2099,2501,military_department.a1234-d400,Водій,790037,1,5/2,military_rank.rank_30
a1234-j2100,2503,military_department.a1234-d401,Командир батареї,307003,1,19,military_rank.rank_220
a1234-j2101,2504,military_department.a1234-d401,Заступник командира батареї - інструктор з повітряно-десантної підготовки,307003,1,18,military_rank.rank_190
a1234-j2102,2505,military_department.a1234-d401,Заступник командира батареї з морально-психологічного забезпечення,3410003,1,18,military_rank.rank_190
a1234-j2103,2506,military_department.a1234-d401,Старший технік,738878,1,10,military_rank.rank_110
a1234-j2104,2507,military_department.a1234-d401,Головний сержант,135974,1,12,military_rank.rank_100
a1234-j2105,2508,military_department.a1234-d401,Сержант з матеріального забезпечення,787089,1,10,military_rank.rank_90
a1234-j2106,2509,military_department.a1234-d401,Старший бойовий медик,878978,1,7,military_rank.rank_80
a1234-j2107,2511,military_department.a1234-d402,Командир взводу - старший офіцер на батареї,307003,1,12,military_rank.rank_190
a1234-j2108,2513,military_department.a1234-d403,Головний сержант - командир гармати,135975/181,1,10,military_rank.rank_90
a1234-j2109,2514,military_department.a1234-d403,Старший-водій-гранатометник,790702/061,1,6/4,military_rank.rank_50
a1234-j2110,2515,military_department.a1234-d403,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2111,2516,military_department.a1234-d403,Майстер - номер обслуги,713244/533,1,4/3,military_rank.rank_30
a1234-j2112,2517,military_department.a1234-d403,Номер обслуги,135533,2,4/3,military_rank.rank_30
a1234-j2114,2520,military_department.a1234-d404,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j2115,2521,military_department.a1234-d404,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2116,2522,military_department.a1234-d404,Номер обслуги,135533,3,4/3,military_rank.rank_30
a1234-j2119,2525,military_department.a1234-d404,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j2120,2527,military_department.a1234-d405,Командир гармати,135181,1,8/6 ,military_rank.rank_80
a1234-j2121,2528,military_department.a1234-d405,Старший навідник,135803,1,6/4,military_rank.rank_50
a1234-j2122,2529,military_department.a1234-d405,Номер обслуги,135533,3,4/3,military_rank.rank_30
a1234-j2125,2532,military_department.a1234-d405,Водій - кулеметник,790037/627,1,5/2,military_rank.rank_30
a1234-j2126,2534,military_department.a1234-d406,Командир відділення,603182,1,7/6 ,military_rank.rank_70
a1234-j2127,2535,military_department.a1234-d406,Старший радіотелефоніст,420842,1,4/4,military_rank.rank_50
a1234-j2128,2536,military_department.a1234-d406,Оператор - топогеодезист,674543/948,1,4/3,military_rank.rank_30
a1234-j2129,2537,military_department.a1234-d406,Радіотелефоніст,420641,1,3/2,military_rank.rank_30
